datetime;date;indeks;price;volume;rfnbo_cutoff;day_of_month;month;year
05-07-2023;05.07.2023;t3pa;84.84;2676000;30.54;05;07;2023
06-07-2023;06.07.2023;t3pa;84.18;2658000;30.30;06;07;2023
07-07-2023;07.07.2023;t3pa;84.82;1939500;30.54;07;07;2023
10-07-2023;10.07.2023;t3pa;85;2658000;30.60;10;07;2023
11-07-2023;11.07.2023;t3pa;83.62;2658000;30.10;11;07;2023
13-07-2023;13.07.2023;t3pa;84.25;2658000;30.33;13;07;2023
14-07-2023;14.07.2023;t3pa;85.51;1939500;30.78;14;07;2023
17-07-2023;17.07.2023;t3pa;84.72;2658000;30.50;17;07;2023
18-07-2023;18.07.2023;t3pa;84.9;2658000;30.56;18;07;2023
19-07-2023;19.07.2023;t3pa;86.03;2676000;30.97;19;07;2023
20-07-2023;20.07.2023;t3pa;87.76;2658000;31.59;20;07;2023
21-07-2023;21.07.2023;t3pa;89.36;1939500;32.17;21;07;2023
24-07-2023;24.07.2023;t3pa;90.3;2658000;32.51;24;07;2023
25-07-2023;25.07.2023;t3pa;90.25;2658000;32.49;25;07;2023
27-07-2023;27.07.2023;t3pa;88.02;2658000;31.69;27;07;2023
28-07-2023;28.07.2023;t3pa;87.33;1939500;31.44;28;07;2023
31-07-2023;31.07.2023;t3pa;86.65;2658000;31.19;31;07;2023
01-08-2023;01.08.2023;t3pa;84.69;1329000;30.49;01;08;2023
02-08-2023;02.08.2023;t3pa;81.88;1338000;29.48;02;08;2023
03-08-2023;03.08.2023;t3pa;83.52;1329000;30.07;03;08;2023
04-08-2023;04.08.2023;t3pa;83.33;970000;30.00;04;08;2023
07-08-2023;07.08.2023;t3pa;82.28;1329000;29.62;07;08;2023
08-08-2023;08.08.2023;t3pa;81.46;1329000;29.33;08;08;2023
10-08-2023;10.08.2023;t3pa;82.24;1329000;29.61;10;08;2023
11-08-2023;11.08.2023;t3pa;84.2;970000;30.31;11;08;2023
14-08-2023;14.08.2023;t3pa;85.34;1329000;30.72;14;08;2023
15-08-2023;15.08.2023;t3pa;86.71;1329000;31.22;15;08;2023
16-08-2023;16.08.2023;t3pa;87.01;1338000;31.32;16;08;2023
17-08-2023;17.08.2023;t3pa;86.84;1329000;31.26;17;08;2023
18-08-2023;18.08.2023;t3pa;86.68;970000;31.20;18;08;2023
21-08-2023;21.08.2023;t3pa;86;1329000;30.96;21;08;2023
22-08-2023;22.08.2023;t3pa;87.86;1329000;31.63;22;08;2023
24-08-2023;24.08.2023;t3pa;85.51;1329000;30.78;24;08;2023
25-08-2023;25.08.2023;t3pa;85.5;976500;30.78;25;08;2023
28-08-2023;28.08.2023;t3pa;84.7;1329000;30.49;28;08;2023
29-08-2023;29.08.2023;t3pa;84.64;1329000;30.47;29;08;2023
30-08-2023;30.08.2023;t3pa;84.57;1344500;30.45;30;08;2023
31-08-2023;31.08.2023;t3pa;85.52;1581500;30.79;31;08;2023
01-09-2023;01.09.2023;t3pa;84;2147000;30.24;01;09;2023
04-09-2023;04.09.2023;t3pa;83.42;3035500;30.03;04;09;2023
05-09-2023;05.09.2023;t3pa;83.41;3035500;30.03;05;09;2023
08-09-2023;08.09.2023;t3pa;82.09;2147000;29.55;08;09;2023
11-09-2023;11.09.2023;t3pa;80.98;3035500;29.15;11;09;2023
12-09-2023;12.09.2023;t3pa;80.6;3035500;29.02;12;09;2023
13-09-2023;13.09.2023;t3pa;80.5;3347500;28.98;13;09;2023
14-09-2023;14.09.2023;t3pa;81.69;3035500;29.41;14;09;2023
15-09-2023;15.09.2023;t3pa;82.33;2147000;29.64;15;09;2023
18-09-2023;18.09.2023;t3pa;80.26;3035500;28.89;18;09;2023
19-09-2023;19.09.2023;t3pa;79.5;3035500;28.62;19;09;2023
21-09-2023;21.09.2023;t3pa;81.78;3036500;29.44;21;09;2023
22-09-2023;22.09.2023;t3pa;84.03;2147000;30.25;22;09;2023
25-09-2023;25.09.2023;t3pa;83.92;3035500;30.21;25;09;2023
26-09-2023;26.09.2023;t3pa;82.44;3035500;29.68;26;09;2023
27-09-2023;27.09.2023;t3pa;81.37;3347500;29.29;27;09;2023
28-09-2023;28.09.2023;t3pa;81.9;3035500;29.48;28;09;2023
29-09-2023;29.09.2023;t3pa;81.65;2147000;29.39;29;09;2023
02-10-2023;02.10.2023;t3pa;80.95;3035500;29.14;02;10;2023
03-10-2023;03.10.2023;t3pa;79.17;3035500;28.50;03;10;2023
04-10-2023;04.10.2023;t3pa;78.78;1000000;28.36;04;10;2023
05-10-2023;05.10.2023;t3pa;80.5;3035500;28.98;05;10;2023
06-10-2023;06.10.2023;t3pa;79.95;2147000;28.78;06;10;2023
09-10-2023;09.10.2023;t3pa;80.43;3035500;28.95;09;10;2023
10-10-2023;10.10.2023;t3pa;81.82;3035500;29.46;10;10;2023
11-10-2023;11.10.2023;t3pa;82.68;3347500;29.76;11;10;2023
12-10-2023;12.10.2023;t3pa;83.35;3035500;30.01;12;10;2023
13-10-2023;13.10.2023;t3pa;84.61;2147000;30.46;13;10;2023
16-10-2023;16.10.2023;t3pa;83.4;3035500;30.02;16;10;2023
17-10-2023;17.10.2023;t3pa;81.69;3035500;29.41;17;10;2023
19-10-2023;19.10.2023;t3pa;79.99;3035500;28.80;19;10;2023
20-10-2023;20.10.2023;t3pa;81.19;2147000;29.23;20;10;2023
23-10-2023;23.10.2023;t3pa;79.92;3035500;28.77;23;10;2023
24-10-2023;24.10.2023;t3pa;80.4;3035500;28.94;24;10;2023
25-10-2023;25.10.2023;t3pa;79.85;3347500;28.75;25;10;2023
26-10-2023;26.10.2023;t3pa;79.48;3035500;28.61;26;10;2023
27-10-2023;27.10.2023;t3pa;79.41;2147000;28.59;27;10;2023
30-10-2023;30.10.2023;t3pa;79.78;3035500;28.72;30;10;2023
31-10-2023;31.10.2023;t3pa;77.65;3035500;27.95;31;10;2023
02-11-2023;02.11.2023;t3pa;77.88;3035500;28.04;02;11;2023
03-11-2023;03.11.2023;t3pa;78.35;2147000;28.21;03;11;2023
06-11-2023;06.11.2023;t3pa;76.02;3035500;27.37;06;11;2023
07-11-2023;07.11.2023;t3pa;75.58;3035500;27.21;07;11;2023
08-11-2023;08.11.2023;t3pa;74.56;3347500;26.84;08;11;2023
09-11-2023;09.11.2023;t3pa;75.75;3035500;27.27;09;11;2023
10-11-2023;10.11.2023;t3pa;76.46;2147000;27.53;10;11;2023
13-11-2023;13.11.2023;t3pa;77.01;3035500;27.72;13;11;2023
14-11-2023;14.11.2023;t3pa;76.62;3035500;27.58;14;11;2023
16-11-2023;16.11.2023;t3pa;79;3035500;28.44;16;11;2023
17-11-2023;17.11.2023;t3pa;76.55;2147000;27.56;17;11;2023
20-11-2023;20.11.2023;t3pa;76.35;3035500;27.49;20;11;2023
21-11-2023;21.11.2023;t3pa;75.69;3035500;27.25;21;11;2023
22-11-2023;22.11.2023;t3pa;74.84;3347500;26.94;22;11;2023
23-11-2023;23.11.2023;t3pa;74.5;3035500;26.82;23;11;2023
24-11-2023;24.11.2023;t3pa;75.9;2147000;27.32;24;11;2023
27-11-2023;27.11.2023;t3pa;74.57;3035500;26.85;27;11;2023
28-11-2023;28.11.2023;t3pa;71.71;3035500;25.82;28;11;2023
30-11-2023;30.11.2023;t3pa;70.79;3035500;25.48;30;11;2023
01-12-2023;01.12.2023;t3pa;71.45;2147000;25.72;01;12;2023
04-12-2023;04.12.2023;t3pa;71.34;3035500;25.68;04;12;2023
05-12-2023;05.12.2023;t3pa;69.94;3035500;25.18;05;12;2023
06-12-2023;06.12.2023;t3pa;68.71;3350000;24.74;06;12;2023
07-12-2023;07.12.2023;t3pa;68.76;3035500;24.75;07;12;2023
08-12-2023;08.12.2023;t3pa;69.84;2147000;25.14;08;12;2023
11-12-2023;11.12.2023;t3pa;67.82;3035500;24.42;11;12;2023
12-12-2023;12.12.2023;t3pa;66.72;3035500;24.02;12;12;2023
14-12-2023;14.12.2023;t3pa;68.45;3035500;24.64;14;12;2023
15-12-2023;15.12.2023;t3pa;66.6;2151000;23.98;15;12;2023
18-12-2023;18.12.2023;t3pa;66.49;3041500;23.94;18;12;2023
15-01-2024;15.01.2024;t3pa;63.5;3099500;22.86;15;01;2024
16-01-2024;16.01.2024;t3pa;63.2;3099500;22.75;16;01;2024
17-01-2024;17.01.2024;t3pa;62.96;2310000;22.67;17;01;2024
18-01-2024;18.01.2024;t3pa;61.28;3099500;22.06;18;01;2024
19-01-2024;19.01.2024;t3pa;61.93;1796000;22.29;19;01;2024
22-01-2024;22.01.2024;t3pa;59.74;3099500;21.51;22;01;2024
23-01-2024;23.01.2024;t3pa;60.55;3099500;21.80;23;01;2024
25-01-2024;25.01.2024;t3pa;61.95;3099500;22.30;25;01;2024
26-01-2024;26.01.2024;t3pa;61.95;1796000;22.30;26;01;2024
29-01-2024;29.01.2024;t3pa;60.81;3099500;21.89;29;01;2024
30-01-2024;30.01.2024;t3pa;59.82;3099500;21.54;30;01;2024
31-01-2024;31.01.2024;t3pa;62.27;2310000;22.42;31;01;2024
01-02-2024;01.02.2024;t3pa;61.09;3099500;21.99;01;02;2024
02-02-2024;02.02.2024;t3pa;60.92;1796000;21.93;02;02;2024
05-02-2024;05.02.2024;t3pa;60.68;3099500;21.84;05;02;2024
06-02-2024;06.02.2024;t3pa;60.25;3099500;21.69;06;02;2024
08-02-2024;08.02.2024;t3pa;59.85;3099500;21.55;08;02;2024
09-02-2024;09.02.2024;t3pa;57.24;1796000;20.61;09;02;2024
12-02-2024;12.02.2024;t3pa;55.84;3099500;20.10;12;02;2024
13-02-2024;13.02.2024;t3pa;54.24;3099500;19.53;13;02;2024
14-02-2024;14.02.2024;t3pa;54.07;2310000;19.47;14;02;2024
15-02-2024;15.02.2024;t3pa;54.87;3099500;19.75;15;02;2024
16-02-2024;16.02.2024;t3pa;55.12;1796000;19.84;16;02;2024
19-02-2024;19.02.2024;t3pa;53;3099500;19.08;19;02;2024
20-02-2024;20.02.2024;t3pa;51.8;3099500;18.65;20;02;2024
22-02-2024;22.02.2024;t3pa;51.55;3099500;18.56;22;02;2024
23-02-2024;23.02.2024;t3pa;49.5;1796000;17.82;23;02;2024
26-02-2024;26.02.2024;t3pa;50.65;3099500;18.23;26;02;2024
27-02-2024;27.02.2024;t3pa;51.12;3099500;18.40;27;02;2024
28-02-2024;28.02.2024;t3pa;54.94;2310000;19.78;28;02;2024
29-02-2024;29.02.2024;t3pa;54.9;3099500;19.76;29;02;2024
01-03-2024;01.03.2024;t3pa;53.6;1796000;19.30;01;03;2024
04-03-2024;04.03.2024;t3pa;51.76;3099500;18.63;04;03;2024
05-03-2024;05.03.2024;t3pa;59.14;3099500;21.29;05;03;2024
07-03-2024;07.03.2024;t3pa;56.94;3099500;20.50;07;03;2024
08-03-2024;08.03.2024;t3pa;57.1;1796000;20.56;08;03;2024
11-03-2024;11.03.2024;t3pa;54.43;3099500;19.59;11;03;2024
12-03-2024;12.03.2024;t3pa;54.21;3099500;19.52;12;03;2024
13-03-2024;13.03.2024;t3pa;54.92;2310000;19.77;13;03;2024
14-03-2024;14.03.2024;t3pa;54.25;3099500;19.53;14;03;2024
15-03-2024;15.03.2024;t3pa;57.75;1796000;20.79;15;03;2024
18-03-2024;18.03.2024;t3pa;59.42;3099500;21.39;18;03;2024
19-03-2024;19.03.2024;t3pa;59;3099500;21.24;19;03;2024
21-03-2024;21.03.2024;t3pa;58;3104500;20.88;21;03;2024
22-03-2024;22.03.2024;t3pa;57.93;1796000;20.85;22;03;2024
25-03-2024;25.03.2024;t3pa;62.09;3099500;22.35;25;03;2024
26-03-2024;26.03.2024;t3pa;63.25;3099500;22.77;26;03;2024
27-03-2024;27.03.2024;t3pa;60.56;2310000;21.80;27;03;2024
28-03-2024;28.03.2024;t3pa;59.86;3099500;21.55;28;03;2024
02-04-2024;02.04.2024;t3pa;57.07;3099500;20.55;02;04;2024
04-04-2024;04.04.2024;t3pa;56.37;3099500;20.29;04;04;2024
05-04-2024;05.04.2024;t3pa;57.17;1796000;20.58;05;04;2024
08-04-2024;08.04.2024;t3pa;58.41;3099500;21.03;08;04;2024
09-04-2024;09.04.2024;t3pa;61.3;3099500;22.07;09;04;2024
10-04-2024;10.04.2024;t3pa;63;2310000;22.68;10;04;2024
11-04-2024;11.04.2024;t3pa;63.42;3099500;22.83;11;04;2024
12-04-2024;12.04.2024;t3pa;68.01;1796000;24.48;12;04;2024
15-04-2024;15.04.2024;t3pa;68.17;3099500;24.54;15;04;2024
16-04-2024;16.04.2024;t3pa;70.61;3099500;25.42;16;04;2024
18-04-2024;18.04.2024;t3pa;67.15;3099500;24.17;18;04;2024
19-04-2024;19.04.2024;t3pa;67.77;1796000;24.40;19;04;2024
22-04-2024;22.04.2024;t3pa;65.1;3099500;23.44;22;04;2024
23-04-2024;23.04.2024;t3pa;64.28;3099500;23.14;23;04;2024
24-04-2024;24.04.2024;t3pa;65.35;2310000;23.53;24;04;2024
25-04-2024;25.04.2024;t3pa;65.08;3099500;23.43;25;04;2024
26-04-2024;26.04.2024;t3pa;65.66;1796000;23.64;26;04;2024
29-04-2024;29.04.2024;t3pa;63.52;3099500;22.87;29;04;2024
30-04-2024;30.04.2024;t3pa;65.26;3099500;23.49;30;04;2024
02-05-2024;02.05.2024;t3pa;68.1;3099500;24.52;02;05;2024
03-05-2024;03.05.2024;t3pa;71.18;1796000;25.62;03;05;2024
06-05-2024;06.05.2024;t3pa;70.3;3099500;25.31;06;05;2024
07-05-2024;07.05.2024;t3pa;69.16;3099500;24.90;07;05;2024
08-05-2024;08.05.2024;t3pa;68.99;2310000;24.84;08;05;2024
13-05-2024;13.05.2024;t3pa;68.48;3099500;24.65;13;05;2024
14-05-2024;14.05.2024;t3pa;67.67;3099500;24.36;14;05;2024
16-05-2024;16.05.2024;t3pa;68.26;3099500;24.57;16;05;2024
17-05-2024;17.05.2024;t3pa;69.46;1796000;25.01;17;05;2024
20-05-2024;20.05.2024;t3pa;71.24;3099500;25.65;20;05;2024
21-05-2024;21.05.2024;t3pa;71.8;3099500;25.85;21;05;2024
22-05-2024;22.05.2024;t3pa;74.31;2310000;26.75;22;05;2024
23-05-2024;23.05.2024;t3pa;74.9;3099500;26.96;23;05;2024
24-05-2024;24.05.2024;t3pa;72.8;1796000;26.21;24;05;2024
28-05-2024;28.05.2024;t3pa;72.9;3099500;26.24;28;05;2024
30-05-2024;30.05.2024;t3pa;72;3099500;25.92;30;05;2024
31-05-2024;31.05.2024;t3pa;74.49;1796000;26.82;31;05;2024
03-06-2024;03.06.2024;t3pa;75.35;3099500;27.13;03;06;2024
04-06-2024;04.06.2024;t3pa;71.5;3099500;25.74;04;06;2024
05-06-2024;05.06.2024;t3pa;70.3;2310000;25.31;05;06;2024
06-06-2024;06.06.2024;t3pa;71;3099500;25.56;06;06;2024
07-06-2024;07.06.2024;t3pa;69.9;1796000;25.16;07;06;2024
10-06-2024;10.06.2024;t3pa;67.82;3099500;24.42;10;06;2024
11-06-2024;11.06.2024;t3pa;70.31;3099500;25.31;11;06;2024
13-06-2024;13.06.2024;t3pa;69.77;3099500;25.12;13;06;2024
14-06-2024;14.06.2024;t3pa;68.41;1796000;24.63;14;06;2024
17-06-2024;17.06.2024;t3pa;66.66;3099500;24.00;17;06;2024
18-06-2024;18.06.2024;t3pa;66.97;3099500;24.11;18;06;2024
19-06-2024;19.06.2024;t3pa;67.75;2310000;24.39;19;06;2024
20-06-2024;20.06.2024;t3pa;68.61;3104000;24.70;20;06;2024
21-06-2024;21.06.2024;t3pa;67.36;1796000;24.25;21;06;2024
24-06-2024;24.06.2024;t3pa;66.06;3099500;23.78;24;06;2024
25-06-2024;25.06.2024;t3pa;65.94;3099500;23.74;25;06;2024
27-06-2024;27.06.2024;t3pa;66.17;3099500;23.82;27;06;2024
28-06-2024;28.06.2024;t3pa;65.01;1796000;23.40;28;06;2024
01-07-2024;01.07.2024;t3pa;67.83;3099500;24.42;01;07;2024
02-07-2024;02.07.2024;t3pa;66.71;3099500;24.02;02;07;2024
03-07-2024;03.07.2024;t3pa;68.84;2310000;24.78;03;07;2024
04-07-2024;04.07.2024;t3pa;68.71;3099500;24.74;04;07;2024
05-07-2024;05.07.2024;t3pa;68.68;1796000;24.72;05;07;2024
08-07-2024;08.07.2024;t3pa;70;3099500;25.20;08;07;2024
09-07-2024;09.07.2024;t3pa;66.87;3099500;24.07;09;07;2024
11-07-2024;11.07.2024;t3pa;66.72;3099500;24.02;11;07;2024
12-07-2024;12.07.2024;t3pa;67.06;1796000;24.14;12;07;2024
15-07-2024;15.07.2024;t3pa;66.63;3099500;23.99;15;07;2024
16-07-2024;16.07.2024;t3pa;66.16;3099500;23.82;16;07;2024
17-07-2024;17.07.2024;t3pa;66.66;2310000;24.00;17;07;2024
18-07-2024;18.07.2024;t3pa;64.96;3099500;23.39;18;07;2024
19-07-2024;19.07.2024;t3pa;64.73;1796000;23.30;19;07;2024
22-07-2024;22.07.2024;t3pa;64.37;3099500;23.17;22;07;2024
23-07-2024;23.07.2024;t3pa;63.67;3099500;22.92;23;07;2024
25-07-2024;25.07.2024;t3pa;66.71;3099500;24.02;25;07;2024
26-07-2024;26.07.2024;t3pa;66.33;1796000;23.88;26;07;2024
29-07-2024;29.07.2024;t3pa;67.17;3099500;24.18;29;07;2024
30-07-2024;30.07.2024;t3pa;66.55;3099500;23.96;30;07;2024
31-07-2024;31.07.2024;t3pa;67.85;2310000;24.43;31;07;2024
01-08-2024;01.08.2024;t3pa;68.07;3099500;24.51;01;08;2024
02-08-2024;02.08.2024;t3pa;69.76;1796000;25.11;02;08;2024
05-08-2024;05.08.2024;t3pa;67.02;3099500;24.13;05;08;2024
06-08-2024;06.08.2024;t3pa;68.65;3099500;24.71;06;08;2024
08-08-2024;08.08.2024;t3pa;68.9;3099500;24.80;08;08;2024
09-08-2024;09.08.2024;t3pa;70.46;1796000;25.37;09;08;2024
12-08-2024;12.08.2024;t3pa;71.15;3099500;25.61;12;08;2024
13-08-2024;13.08.2024;t3pa;70.82;3099500;25.50;13;08;2024
14-08-2024;14.08.2024;t3pa;70.59;2310000;25.41;14;08;2024
15-08-2024;15.08.2024;t3pa;69.85;3099500;25.15;15;08;2024
16-08-2024;16.08.2024;t3pa;71;1796000;25.56;16;08;2024
19-08-2024;19.08.2024;t3pa;71.5;3099500;25.74;19;08;2024
20-08-2024;20.08.2024;t3pa;72.4;3099500;26.06;20;08;2024
22-08-2024;22.08.2024;t3pa;71.02;3099500;25.57;22;08;2024
23-08-2024;23.08.2024;t3pa;70.73;1796000;25.46;23;08;2024
26-08-2024;26.08.2024;t3pa;69.28;3099500;24.94;26;08;2024
27-08-2024;27.08.2024;t3pa;70.17;3099500;25.26;27;08;2024
28-08-2024;28.08.2024;t3pa;70.39;2313500;25.34;28;08;2024
29-08-2024;29.08.2024;t3pa;69.5;3125000;25.02;29;08;2024
30-08-2024;30.08.2024;t3pa;70.07;1810000;25.23;30;08;2024
02-09-2024;02.09.2024;t3pa;69.3;3287500;24.95;02;09;2024
03-09-2024;03.09.2024;t3pa;68.56;3287500;24.68;03;09;2024
05-09-2024;05.09.2024;t3pa;65.99;3287500;23.76;05;09;2024
06-09-2024;06.09.2024;t3pa;67;1886500;24.12;06;09;2024
09-09-2024;09.09.2024;t3pa;65.75;3287500;23.67;09;09;2024
10-09-2024;10.09.2024;t3pa;65.83;3287500;23.70;10;09;2024
11-09-2024;11.09.2024;t3pa;64.75;2833500;23.31;11;09;2024
12-09-2024;12.09.2024;t3pa;65.1;3287500;23.44;12;09;2024
13-09-2024;13.09.2024;t3pa;64.89;1886500;23.36;13;09;2024
16-09-2024;16.09.2024;t3pa;64.94;3287500;23.38;16;09;2024
17-09-2024;17.09.2024;t3pa;62.71;3287500;22.58;17;09;2024
19-09-2024;19.09.2024;t3pa;63.56;3290500;22.88;19;09;2024
20-09-2024;20.09.2024;t3pa;63.18;1886500;22.74;20;09;2024
23-09-2024;23.09.2024;t3pa;64;3287500;23.04;23;09;2024
24-09-2024;24.09.2024;t3pa;63.91;3287500;23.01;24;09;2024
25-09-2024;25.09.2024;t3pa;63.55;2833500;22.88;25;09;2024
26-09-2024;26.09.2024;t3pa;63.88;3287500;23.00;26;09;2024
27-09-2024;27.09.2024;t3pa;65.45;1886500;23.56;27;09;2024
30-09-2024;30.09.2024;t3pa;65.69;3287500;23.65;30;09;2024
01-10-2024;01.10.2024;t3pa;63.19;3287500;22.75;01;10;2024
02-10-2024;02.10.2024;t3pa;62.89;926500;22.64;02;10;2024
03-10-2024;03.10.2024;t3pa;62.02;3287500;22.33;03;10;2024
04-10-2024;04.10.2024;t3pa;61.03;1886500;21.97;04;10;2024
07-10-2024;07.10.2024;t3pa;60.15;3287500;21.65;07;10;2024
08-10-2024;08.10.2024;t3pa;59.85;3287500;21.55;08;10;2024
09-10-2024;09.10.2024;t3pa;61.18;2833500;22.02;09;10;2024
10-10-2024;10.10.2024;t3pa;63.3;3287500;22.79;10;10;2024
11-10-2024;11.10.2024;t3pa;63.71;1886500;22.94;11;10;2024
14-10-2024;14.10.2024;t3pa;65;3287500;23.40;14;10;2024
15-10-2024;15.10.2024;t3pa;64.08;3287500;23.07;15;10;2024
17-10-2024;17.10.2024;t3pa;63.1;3287500;22.72;17;10;2024
18-10-2024;18.10.2024;t3pa;61.9;1886500;22.28;18;10;2024
21-10-2024;21.10.2024;t3pa;62.3;3287500;22.43;21;10;2024
22-10-2024;22.10.2024;t3pa;61.22;3287500;22.04;22;10;2024
23-10-2024;23.10.2024;t3pa;63.75;2833500;22.95;23;10;2024
24-10-2024;24.10.2024;t3pa;64.6;3287500;23.26;24;10;2024
25-10-2024;25.10.2024;t3pa;66.32;1886500;23.88;25;10;2024
28-10-2024;28.10.2024;t3pa;64.38;3287500;23.18;28;10;2024
29-10-2024;29.10.2024;t3pa;66.42;3287500;23.91;29;10;2024
31-10-2024;31.10.2024;t3pa;64.78;3287500;23.32;31;10;2024
01-11-2024;01.11.2024;t3pa;64.46;1886500;23.21;01;11;2024
04-11-2024;04.11.2024;t3pa;64.68;3287500;23.28;04;11;2024
05-11-2024;05.11.2024;t3pa;65.06;3287500;23.42;05;11;2024
06-11-2024;06.11.2024;t3pa;62.94;2833500;22.66;06;11;2024
07-11-2024;07.11.2024;t3pa;65.35;3287500;23.53;07;11;2024
08-11-2024;08.11.2024;t3pa;66.2;1886500;23.83;08;11;2024
11-11-2024;11.11.2024;t3pa;67.6;3287500;24.34;11;11;2024
12-11-2024;12.11.2024;t3pa;65.92;3287500;23.73;12;11;2024
14-11-2024;14.11.2024;t3pa;67.15;3287500;24.17;14;11;2024
15-11-2024;15.11.2024;t3pa;66.78;1886500;24.04;15;11;2024
18-11-2024;18.11.2024;t3pa;67.7;3287500;24.37;18;11;2024
19-11-2024;19.11.2024;t3pa;69.05;3287500;24.86;19;11;2024
20-11-2024;20.11.2024;t3pa;68.02;2833500;24.49;20;11;2024
21-11-2024;21.11.2024;t3pa;68.79;3287500;24.76;21;11;2024
22-11-2024;22.11.2024;t3pa;69.71;1886500;25.10;22;11;2024
25-11-2024;25.11.2024;t3pa;69.32;3287500;24.96;25;11;2024
26-11-2024;26.11.2024;t3pa;69.37;3287500;24.97;26;11;2024
28-11-2024;28.11.2024;t3pa;67.91;3287500;24.45;28;11;2024
29-11-2024;29.11.2024;t3pa;67.3;1886500;24.23;29;11;2024
02-12-2024;02.12.2024;t3pa;69.4;3287500;24.98;02;12;2024
03-12-2024;03.12.2024;t3pa;68.12;3287500;24.52;03;12;2024
04-12-2024;04.12.2024;t3pa;67.42;2833500;24.27;04;12;2024
05-12-2024;05.12.2024;t3pa;67.62;3287500;24.34;05;12;2024
06-12-2024;06.12.2024;t3pa;67.25;1886500;24.21;06;12;2024
09-12-2024;09.12.2024;t3pa;67.7;3287500;24.37;09;12;2024
10-12-2024;10.12.2024;t3pa;67;3287500;24.12;10;12;2024
12-12-2024;12.12.2024;t3pa;67.95;3287500;24.46;12;12;2024
13-12-2024;13.12.2024;t3pa;66.07;1890500;23.79;13;12;2024
16-12-2024;16.12.2024;t3pa;63.64;3248000;22.91;16;12;2024
07-01-2025;07.01.2025;t3pa;71.02;3245500;25.57;07;01;2025
08-01-2025;08.01.2025;t3pa;71.5;2072500;25.74;08;01;2025
09-01-2025;09.01.2025;t3pa;70.01;3245500;25.20;09;01;2025
10-01-2025;10.01.2025;t3pa;70.63;1607000;25.43;10;01;2025
13-01-2025;13.01.2025;t3pa;74.4;3245500;26.78;13;01;2025
14-01-2025;14.01.2025;t3pa;74.45;3245500;26.80;14;01;2025
16-01-2025;16.01.2025;t3pa;75.7;3245500;27.25;16;01;2025
17-01-2025;17.01.2025;t3pa;77.3;1607000;27.83;17;01;2025
20-01-2025;20.01.2025;t3pa;76.4;3245500;27.50;20;01;2025
21-01-2025;21.01.2025;t3pa;77.3;3245500;27.83;21;01;2025
22-01-2025;22.01.2025;t3pa;76.71;2072500;27.62;22;01;2025
23-01-2025;23.01.2025;t3pa;79.06;3245500;28.46;23;01;2025
24-01-2025;24.01.2025;t3pa;78.43;1607000;28.23;24;01;2025
27-01-2025;27.01.2025;t3pa;77.7;3245500;27.97;27;01;2025
28-01-2025;28.01.2025;t3pa;77.06;3245500;27.74;28;01;2025
30-01-2025;30.01.2025;t3pa;81.57;3245500;29.37;30;01;2025
31-01-2025;31.01.2025;t3pa;81.11;1607000;29.20;31;01;2025
03-02-2025;03.02.2025;t3pa;80.39;3245500;28.94;03;02;2025
04-02-2025;04.02.2025;t3pa;79.06;3245500;28.46;04;02;2025
05-02-2025;05.02.2025;t3pa;77.87;2072500;28.03;05;02;2025
06-02-2025;06.02.2025;t3pa;79.75;3245500;28.71;06;02;2025
07-02-2025;07.02.2025;t3pa;80.71;1607000;29.06;07;02;2025
10-02-2025;10.02.2025;t3pa;81.27;3245500;29.26;10;02;2025
11-02-2025;11.02.2025;t3pa;80.08;3245500;28.83;11;02;2025
13-02-2025;13.02.2025;t3pa;76.77;3245500;27.64;13;02;2025
14-02-2025;14.02.2025;t3pa;75.84;1607000;27.30;14;02;2025
17-02-2025;17.02.2025;t3pa;77.02;3245500;27.73;17;02;2025
18-02-2025;18.02.2025;t3pa;74.53;3245500;26.83;18;02;2025
19-02-2025;19.02.2025;t3pa;72.9;2072500;26.24;19;02;2025
20-02-2025;20.02.2025;t3pa;71.21;3245500;25.64;20;02;2025
21-02-2025;21.02.2025;t3pa;73.01;1607000;26.28;21;02;2025
24-02-2025;24.02.2025;t3pa;70.8;3245500;25.49;24;02;2025
25-02-2025;25.02.2025;t3pa;71.15;3245500;25.61;25;02;2025
27-02-2025;27.02.2025;t3pa;69.96;3245500;25.19;27;02;2025
28-02-2025;28.02.2025;t3pa;70.65;1607000;25.43;28;02;2025
03-03-2025;03.03.2025;t3pa;70.31;3245500;25.31;03;03;2025
04-03-2025;04.03.2025;t3pa;68.1;3245500;24.52;04;03;2025
05-03-2025;05.03.2025;t3pa;67.99;2072500;24.48;05;03;2025
06-03-2025;06.03.2025;t3pa;66.58;3245500;23.97;06;03;2025
07-03-2025;07.03.2025;t3pa;67.77;1607000;24.40;07;03;2025
10-03-2025;10.03.2025;t3pa;68.18;3245500;24.54;10;03;2025
11-03-2025;11.03.2025;t3pa;67.02;3245500;24.13;11;03;2025
13-03-2025;13.03.2025;t3pa;68.2;3245500;24.55;13;03;2025
14-03-2025;14.03.2025;t3pa;68.65;1607000;24.71;14;03;2025
17-03-2025;17.03.2025;t3pa;68.53;3245500;24.67;17;03;2025
18-03-2025;18.03.2025;t3pa;68.66;3245500;24.72;18;03;2025
19-03-2025;19.03.2025;t3pa;71.35;2072500;25.69;19;03;2025
20-03-2025;20.03.2025;t3pa;71.54;3245500;25.75;20;03;2025
