,wind,solar,price
2024-03-16 10,0.0052,0.6685,17.4219
2024-03-16 11,0.0589,0.7231,15.8125
2024-03-16 12,0.0224,0.7886,36.0625
2024-03-16 13,0.0255,0.7197,29.2812
2024-03-16 14,0.0551,0.7031,18.3594
2024-03-16 15,0.0787,0.5708,41.0000
2024-03-16 16,0.1194,0.3774,51.9375
2024-03-16 17,0.1730,0.1676,80.8750
2024-03-16 18,0.2947,0.0205,99.6875
2024-03-16 19,0.3037,0.0000,108.1250
2024-03-16 20,0.3142,0.0001,107.5000
2024-03-16 21,0.3164,0.0001,116.5625
2024-03-16 22,0.3235,0.0000,114.7500
2024-03-16 23,0.1316,0.0000,107.6250
2024-03-17 00,0.1206,0.0000,116.9375
2024-03-17 01,0.1014,0.0000,109.8125
2024-03-17 02,0.0894,0.0000,132.0000
2024-03-17 03,0.0778,0.0000,131.6250
2024-03-17 04,0.0702,0.0000,91.4375
2024-03-17 05,0.0823,0.0000,100.9375
2024-03-17 06,0.2065,0.0024,105.1250
2024-03-17 07,0.2180,0.0432,86.4375
2024-03-17 08,0.3804,0.2130,56.0000
2024-03-17 09,0.3601,0.4314,43.5625
2024-03-17 10,0.3850,0.5581,45.1875
2024-03-17 11,0.3728,0.6489,47.1250
2024-03-17 12,0.4431,0.6631,56.9375
2024-03-17 13,0.4907,0.5547,49.4688
2024-03-17 14,0.5288,0.5088,37.7812
2024-03-17 15,0.6045,0.4202,43.1562
2024-03-17 16,0.6274,0.2581,40.2812
2024-03-17 17,0.7002,0.0994,64.6875
2024-03-17 18,0.8013,0.0134,75.0000
2024-03-17 19,0.8433,0.0000,61.8125
2024-03-17 20,0.8696,0.0001,49.9062
2024-03-17 21,0.9053,0.0001,53.8125
2024-03-17 22,0.9185,0.0001,59.4375
2024-03-17 23,0.8882,0.0000,66.3750
2024-03-18 00,0.8745,0.0000,64.9375
2024-03-18 01,0.8315,0.0000,56.6562
2024-03-18 02,0.8208,0.0000,49.9375
2024-03-18 03,0.7686,0.0000,48.0000
2024-03-18 04,0.6992,0.0000,49.5625
2024-03-18 05,0.6953,0.0000,64.1250
2024-03-18 06,0.7080,0.0011,121.7500
2024-03-18 07,0.7310,0.0431,111.8125
2024-03-18 08,0.7690,0.1542,44.5000
2024-03-18 09,0.7588,0.4233,30.9375
2024-03-18 10,0.7104,0.5874,43.6875
2024-03-18 11,0.7354,0.6865,25.1250
2024-03-18 12,0.6948,0.7886,35.3125
2024-03-18 13,0.7173,0.6763,38.3438
2024-03-18 14,0.7407,0.5991,50.1875
2024-03-18 15,0.6123,0.4971,46.9688
2024-03-18 16,0.6328,0.3391,47.2188
2024-03-18 17,0.6592,0.1312,67.8125
2024-03-18 18,0.6533,0.0164,76.0000
2024-03-18 19,0.7095,0.0000,75.9375
2024-03-18 20,0.7622,0.0001,77.1250
2024-03-18 21,0.7842,0.0001,77.5000
2024-03-18 22,0.8438,0.0000,55.5625
2024-03-18 23,0.8438,0.0000,48.3750
2024-03-19 00,0.8267,0.0000,46.8125
2024-03-19 01,0.8057,0.0000,118.8125
2024-03-19 02,0.6865,0.0000,43.6250
2024-03-19 03,0.6465,0.0000,44.1250
2024-03-19 04,0.6440,0.0000,56.7188
2024-03-19 05,0.4946,0.0000,72.5000
2024-03-19 06,0.4485,0.0029,80.0000
2024-03-19 07,0.4128,0.0840,74.5000
2024-03-19 08,0.3621,0.2296,68.0625
2024-03-19 09,0.2532,0.4097,63.6250
2024-03-19 10,0.1290,0.5605,73.5625
2024-03-19 11,0.0917,0.7397,50.0625
2024-03-19 12,0.0285,0.7886,64.8750
2024-03-19 13,0.0140,0.7852,52.7188
2024-03-19 14,0.0119,0.7603,52.4062
2024-03-19 15,0.0237,0.5840,58.4688
2024-03-19 16,0.0070,0.3926,64.3750
2024-03-19 17,0.0079,0.1482,97.5000
2024-03-19 18,0.0057,0.0181,100.1875
2024-03-19 19,0.0220,0.0000,113.3125
2024-03-19 20,0.0281,0.0001,126.3750
2024-03-19 21,0.0054,0.0001,125.2500
2024-03-19 22,0.0557,0.0000,129.2500
2024-03-19 23,0.0618,0.0000,131.1250
2024-03-20 00,0.0436,0.0000,156.1250
2024-03-20 01,0.0235,0.0000,126.2500
2024-03-20 02,0.0531,0.0000,120.6875
2024-03-20 03,0.0519,0.0000,112.5000
2024-03-20 04,0.0646,0.0000,136.0000
2024-03-20 05,0.0019,0.0000,151.6250
2024-03-20 06,0.0080,0.0038,146.2500
2024-03-20 07,0.0146,0.0968,130.7500
2024-03-20 08,0.0270,0.3086,105.3125
2024-03-20 09,0.0277,0.4141,95.0625
2024-03-20 10,0.0413,0.4885,103.4375
2024-03-20 11,0.0101,0.6040,92.9375
2024-03-20 12,0.0092,0.6714,67.0625
2024-03-20 13,0.0119,0.6084,50.1250
2024-03-20 14,0.0041,0.6035,76.0625
2024-03-20 15,0.0063,0.4382,86.5625
2024-03-20 16,0.0009,0.3457,112.0625
2024-03-20 17,0.0276,0.1359,145.2500
2024-03-20 18,0.1099,0.0145,164.3750
2024-03-20 19,0.0634,0.0000,192.7500
2024-03-20 20,0.0185,0.0001,169.7500
2024-03-20 21,0.0045,0.0001,178.2500
2024-03-20 22,0.0178,0.0000,164.5000
2024-03-20 23,0.0214,0.0000,166.2500
2024-03-21 00,0.0192,0.0000,160.7500
2024-03-21 01,0.0132,0.0000,138.3750
2024-03-21 02,0.0179,0.0000,131.2500
2024-03-21 03,0.0066,0.0000,149.1250
2024-03-21 04,0.0120,0.0000,165.5000
2024-03-21 05,0.0009,0.0000,159.3750
2024-03-21 06,0.0101,0.0042,165.2500
2024-03-21 07,0.0450,0.0917,147.7500
2024-03-21 08,0.0507,0.3020,121.9375
2024-03-21 09,0.0232,0.4153,129.8750
2024-03-21 10,0.0334,0.5420,116.1875
2024-03-21 11,0.0107,0.6216,152.5000
2024-03-21 12,0.0011,0.7354,138.8750
2024-03-21 13,0.0036,0.7349,107.0625
2024-03-21 14,0.0865,0.6753,99.6875
2024-03-21 15,0.0826,0.5449,131.0000
2024-03-21 16,0.0977,0.4204,120.6875
2024-03-21 17,0.1785,0.1830,135.1250
2024-03-21 18,0.2029,0.0216,152.0000
2024-03-21 19,0.2269,0.0000,145.6250
2024-03-21 20,0.2412,0.0001,145.7500
2024-03-21 21,0.2708,0.0001,143.1250
2024-03-21 22,0.3293,0.0000,157.3750
2024-03-21 23,0.3467,0.0000,139.2500
2024-03-22 00,0.3528,0.0000,127.4375
2024-03-22 01,0.3582,0.0000,110.3750
2024-03-22 02,0.4619,0.0000,91.3750
2024-03-22 03,0.5498,0.0000,84.2500
2024-03-22 04,0.5479,0.0000,102.0000
2024-03-22 05,0.5356,0.0000,97.1250
2024-03-22 06,0.4883,0.0017,87.1250
2024-03-22 07,0.5024,0.0186,79.3125
2024-03-22 08,0.5664,0.0674,54.4062
2024-03-22 09,0.6045,0.0910,81.3750
2024-03-22 10,0.6245,0.1437,114.6875
2024-03-22 11,0.6611,0.1719,90.6250
2024-03-22 12,0.6528,0.2147,82.2500
2024-03-22 13,0.7661,0.1521,71.6875
2024-03-22 14,0.8081,0.1238,66.8125
2024-03-22 15,0.8379,0.1597,54.5000
2024-03-22 16,0.8506,0.1617,48.2500
2024-03-22 17,0.9268,0.0690,72.0000
2024-03-22 18,0.8833,0.0114,92.0625
2024-03-22 19,0.8765,0.0000,111.9375
2024-03-22 20,0.8818,0.0000,106.4375
2024-03-22 21,0.9272,0.0001,-2.0000
2024-03-22 22,0.8188,0.0001,-2.0000
2024-03-22 23,0.7988,0.0000,-2.0000
2024-03-23 00,0.8115,0.0000,-2.0000
2024-03-23 01,0.8198,0.0000,-2.0000
2024-03-23 02,0.8457,0.0000,-2.0000
2024-03-23 03,0.8560,0.0000,35.4375
2024-03-23 04,0.8848,0.0000,38.6562
2024-03-23 05,0.8628,0.0000,26.9375
2024-03-23 06,0.8501,0.0025,32.1875
2024-03-23 07,0.8462,0.0376,14.4297
2024-03-23 08,0.8491,0.1471,25.3125
2024-03-23 09,0.7749,0.1562,34.3750
2024-03-23 10,0.7090,0.3196,42.6562
2024-03-23 11,0.6782,0.3848,59.0938
2024-03-23 12,0.6787,0.3696,38.1875
2024-03-23 13,0.6602,0.2537,61.6875
2024-03-23 14,0.6528,0.2372,49.1562
2024-03-23 15,0.6587,0.1467,69.1875
2024-03-23 16,0.5815,0.0900,83.3750
2024-03-23 17,0.5435,0.0390,93.3750
2024-03-23 18,0.4919,0.0046,105.6875
2024-03-23 19,0.4563,0.0000,107.3125
2024-03-23 20,0.4441,0.0000,109.1250
2024-03-23 21,0.4277,0.0000,95.8125
2024-03-23 22,0.4021,0.0000,95.7500
2024-03-23 23,0.3496,0.0000,75.6875
2024-03-24 00,0.3118,0.0000,78.1875
2024-03-24 01,0.0715,0.0000,112.9375
2024-03-24 02,0.0157,0.0000,124.2500
2024-03-24 03,0.0437,0.0000,111.0000
2024-03-24 04,0.0488,0.0000,127.8125
2024-03-24 05,0.0576,0.0000,139.5000
2024-03-24 06,0.0541,0.0008,106.0625
2024-03-24 07,0.0401,0.0421,91.0625
2024-03-24 08,0.0283,0.1394,91.0000
2024-03-24 09,0.0504,0.1654,80.5625
2024-03-24 10,0.0149,0.2896,87.1875
2024-03-24 11,0.0156,0.3457,103.9375
2024-03-24 12,0.0038,0.3811,125.0000
2024-03-24 13,0.0533,0.3479,104.9375
2024-03-24 14,0.0043,0.3188,118.8750
2024-03-24 15,0.0039,0.2935,109.5625
2024-03-24 16,0.0593,0.1870,118.0000
2024-03-24 17,0.0985,0.0840,115.5625
2024-03-24 18,0.0083,0.0111,117.8750
2024-03-24 19,0.0061,0.0000,138.3750
2024-03-24 20,0.0389,0.0001,126.7500
2024-03-24 21,0.0267,0.0001,106.6250
2024-03-24 22,0.0202,0.0000,93.9375
2024-03-24 23,0.0245,0.0000,109.9375
2024-03-25 00,0.0425,0.0000,105.1875
2024-03-25 01,0.0061,0.0000,114.6875
2024-03-25 02,0.0961,0.0000,115.5000
2024-03-25 03,0.0829,0.0000,113.6875
2024-03-25 04,0.0646,0.0000,123.6250
2024-03-25 05,0.0031,0.0000,121.1250
2024-03-25 06,0.0351,0.0016,123.2500
2024-03-25 07,0.0211,0.0528,139.8750
2024-03-25 08,0.0418,0.1918,121.3750
2024-03-25 09,0.0363,0.2834,126.8750
2024-03-25 10,0.0461,0.4319,114.6875
2024-03-25 11,0.0290,0.4939,106.4375
2024-03-25 12,0.0157,0.4963,107.1250
2024-03-25 13,0.0378,0.5186,117.9375
2024-03-25 14,0.0377,0.4734,112.8125
2024-03-25 15,0.0121,0.4890,114.1250
2024-03-25 16,0.0496,0.2725,116.6875
2024-03-25 17,0.0571,0.0988,133.5000
2024-03-25 18,0.0968,0.0081,149.2500
2024-03-25 19,0.1085,0.0000,141.2500
2024-03-25 20,0.1331,0.0000,127.6250
2024-03-25 21,0.1805,0.0000,103.5000
2024-03-25 22,0.3435,0.0000,89.3750
2024-03-25 23,0.4084,0.0000,86.6875
2024-03-26 00,0.4080,0.0000,64.6250
2024-03-26 01,0.4082,0.0000,65.4375
2024-03-26 02,0.4390,0.0000,58.2500
2024-03-26 03,0.4592,0.0000,65.3125
2024-03-26 04,0.6436,0.0000,64.6875
2024-03-26 05,0.6470,0.0000,100.3125
2024-03-26 06,0.7905,0.0001,99.3750
2024-03-26 07,0.7559,0.0287,105.9375
2024-03-26 08,0.7192,0.0968,99.6875
2024-03-26 09,0.6348,0.0805,94.6250
2024-03-26 10,0.6040,0.2224,81.1875
2024-03-26 11,0.5791,0.2644,44.9688
2024-03-26 12,0.4839,0.2969,38.2188
2024-03-26 13,0.3711,0.3779,41.6875
2024-03-26 14,0.2661,0.3794,63.4688
2024-03-26 15,0.2551,0.3484,66.3125
2024-03-26 16,0.3521,0.2642,67.3750
2024-03-26 17,0.4160,0.1583,52.5312
2024-03-26 18,0.4338,0.0146,66.5000
2024-03-26 19,0.4463,0.0000,83.2500
2024-03-26 20,0.4639,0.0001,75.8125
2024-03-26 21,0.4294,0.0001,78.1250
2024-03-26 22,0.4768,0.0001,101.0000
2024-03-26 23,0.5239,0.0001,79.6875
2024-03-27 00,0.5239,0.0000,88.1875
2024-03-27 01,0.6392,0.0000,77.3125
2024-03-27 02,0.6108,0.0000,89.5000
2024-03-27 03,0.5840,0.0000,71.6250
2024-03-27 04,0.4944,0.0000,68.8125
2024-03-27 05,0.4819,0.0000,76.6875
2024-03-27 06,0.4841,0.0016,64.8750
2024-03-27 07,0.4717,0.0614,52.2188
2024-03-27 08,0.4678,0.1340,45.2500
2024-03-27 09,0.4531,0.0984,62.6562
2024-03-27 10,0.3809,0.2280,57.8438
2024-03-27 11,0.3342,0.2383,75.6875
2024-03-27 12,0.2761,0.3013,52.5000
2024-03-27 13,0.2500,0.4197,42.9375
2024-03-27 14,0.2595,0.3923,46.8125
2024-03-27 15,0.2666,0.3274,31.8750
2024-03-27 16,0.3201,0.2742,50.8750
2024-03-27 17,0.3706,0.1669,72.3125
2024-03-27 18,0.3440,0.0147,106.1875
2024-03-27 19,0.3311,0.0000,128.2500
2024-03-27 20,0.2991,0.0001,114.4375
2024-03-27 21,0.2932,0.0001,115.5625
2024-03-27 22,0.2493,0.0000,119.3750
2024-03-27 23,0.1946,0.0000,126.8125
2024-03-28 00,0.1152,0.0000,140.2500
2024-03-28 01,0.1392,0.0000,133.1250
2024-03-28 02,0.2568,0.0000,99.0000
2024-03-28 03,0.2161,0.0000,98.6250
2024-03-28 04,0.2456,0.0000,94.9375
2024-03-28 05,0.2917,0.0000,98.0000
2024-03-28 06,0.3069,0.0019,89.7500
2024-03-28 07,0.3167,0.0559,73.1250
2024-03-28 08,0.3293,0.1741,80.0625
2024-03-28 09,0.3979,0.2181,86.1875
2024-03-28 10,0.4114,0.3396,78.7500
2024-03-28 11,0.3767,0.3760,82.0000
2024-03-28 12,0.3701,0.4343,-2.0000
2024-03-28 13,0.3445,0.5225,-2.0000
2024-03-28 14,0.2896,0.3860,-2.0000
2024-03-28 15,0.2864,0.3323,-2.0000
2024-03-28 16,0.2866,0.2639,-2.0000
2024-03-28 17,0.4109,0.1387,-2.0000
2024-03-28 18,0.4541,0.0107,17.5781
2024-03-28 19,0.5000,0.0000,124.8125
2024-03-28 20,0.5078,0.0001,120.7500
2024-03-28 21,0.5215,0.0001,94.8750
2024-03-28 22,0.5718,0.0000,89.5625
2024-03-28 23,0.5303,0.0000,83.8125
2024-03-29 00,0.5264,0.0000,56.9375
2024-03-29 01,0.4509,0.0000,61.4375
2024-03-29 02,0.4492,0.0000,76.8750
2024-03-29 03,0.3899,0.0000,65.6250
2024-03-29 04,0.3892,0.0000,61.5938
2024-03-29 05,0.3328,0.0000,63.9375
2024-03-29 06,0.2905,0.0016,86.5625
2024-03-29 07,0.2263,0.0613,108.3125
2024-03-29 08,0.2122,0.1925,96.3750
2024-03-29 09,0.2284,0.3120,71.1875
2024-03-29 10,0.2169,0.3645,69.0000
2024-03-29 11,0.2747,0.4282,-2.0000
2024-03-29 12,0.3828,0.4282,58.7188
2024-03-29 13,0.3242,0.4858,46.5625
2024-03-29 14,0.3542,0.3250,47.2812
2024-03-29 15,0.3252,0.2942,59.5312
2024-03-29 16,0.2615,0.2930,64.1875
2024-03-29 17,0.2583,0.1331,86.0625
2024-03-29 18,0.2539,0.0093,100.1875
2024-03-29 19,0.2292,0.0000,108.0625
2024-03-29 20,0.2615,0.0001,86.4375
2024-03-29 21,0.2991,0.0001,93.0000
2024-03-29 22,0.3269,0.0000,78.1875
2024-03-29 23,0.5020,0.0000,58.5938
2024-03-30 00,0.4746,0.0000,57.6250
2024-03-30 01,0.4309,0.0000,61.6250
2024-03-30 02,0.4194,0.0000,57.8125
2024-03-30 03,0.3442,0.0000,81.0000
2024-03-30 04,0.3003,0.0000,61.3750
2024-03-30 05,0.2979,0.0000,52.4062
2024-03-30 06,0.3616,0.0020,42.2500
2024-03-30 07,0.3643,0.0477,22.4375
2024-03-30 08,0.3591,0.1500,28.5000
2024-03-30 09,0.3506,0.2491,18.5781
2024-03-30 10,0.2908,0.3501,17.5469
2024-03-30 11,0.3022,0.4294,8.1172
2024-03-30 12,0.3555,0.4561,-2.0000
2024-03-30 13,0.2742,0.4697,-2.0000
2024-03-30 14,0.2917,0.4075,4.9531
2024-03-30 15,0.2286,0.3713,-2.0000
2024-03-30 16,0.1671,0.3225,18.6562
2024-03-30 17,0.1897,0.1274,61.6250
2024-03-30 18,0.1550,0.0073,82.3125
2024-03-30 19,0.0812,0.0000,103.3125
2024-03-30 20,0.0629,0.0000,100.3750
2024-03-30 21,0.0008,0.0000,117.3125
2024-03-30 22,0.0201,0.0000,116.3750
2024-03-30 23,0.0126,0.0000,97.6250
2024-03-31 00,0.0079,0.0000,99.8125
2024-03-31 01,0.0351,0.0000,107.8125
2024-03-31 02,0.0060,0.0000,89.1875
2024-03-31 03,0.0026,0.0000,71.4375
2024-03-31 04,0.0040,0.0000,55.4375
2024-03-31 05,0.0159,0.0000,40.5312
2024-03-31 06,0.0068,0.0064,34.2500
2024-03-31 07,0.0285,0.1062,31.6250
2024-03-31 08,0.0218,0.2898,21.0156
2024-03-31 09,0.0145,0.4180,30.3438
2024-03-31 10,0.0079,0.5093,12.3438
2024-03-31 11,0.0210,0.5405,16.9375
2024-03-31 12,0.0377,0.4692,22.4062
2024-03-31 13,0.0172,0.4453,31.9844
2024-03-31 14,0.0122,0.3535,52.5312
2024-03-31 15,0.0126,0.3337,51.8750
2024-03-31 16,0.0053,0.2644,56.8750
2024-03-31 17,0.0536,0.0905,85.9375
2024-03-31 18,0.0144,0.0026,116.8125
2024-03-31 19,0.0090,0.0000,114.3125
2024-03-31 20,0.0034,0.0000,97.7500
2024-03-31 21,0.0059,0.0000,112.8125
2024-03-31 22,0.1013,0.0000,110.9375
2024-03-31 23,0.0431,0.0000,102.8750
2024-04-01 00,0.0373,0.0000,79.5000
2024-04-01 01,0.0569,0.0000,76.1875
2024-04-01 02,0.0792,0.0000,64.6250
2024-04-01 03,0.0923,0.0000,87.6875
2024-04-01 04,0.1168,0.0000,66.1250
2024-04-01 05,0.1538,0.0006,68.4375
2024-04-01 06,0.0794,0.0488,67.5625
2024-04-01 07,0.0728,0.1681,57.0938
2024-04-01 08,0.0742,0.3030,50.7188
2024-04-01 09,0.0892,0.4707,23.5781
2024-04-01 10,0.1163,0.5122,12.9844
2024-04-01 11,0.1476,0.4998,13.1328
2024-04-01 12,0.1833,0.3855,21.5625
2024-04-01 13,0.2144,0.3545,19.9531
2024-04-01 14,0.2561,0.3215,30.2344
2024-04-01 15,0.2561,0.3032,29.0781
2024-04-01 16,0.1908,0.2612,40.1250
2024-04-01 17,0.1539,0.1614,72.8750
2024-04-01 18,0.1646,0.0312,93.6250
2024-04-01 19,0.2209,0.0001,91.5000
2024-04-01 20,0.2524,0.0001,96.3750
2024-04-01 21,0.2893,0.0000,77.5000
2024-04-01 22,0.3079,0.0000,81.6875
2024-04-01 23,0.3115,0.0000,69.8125
2024-04-02 00,0.3005,0.0000,66.5000
2024-04-02 01,0.2837,0.0000,49.2812
2024-04-02 02,0.2908,0.0000,41.3438
2024-04-02 03,0.3186,0.0000,42.0625
2024-04-02 04,0.3652,0.0000,42.0625
2024-04-02 05,0.3682,0.0009,50.6250
2024-04-02 06,0.4895,0.0549,46.5938
2024-04-02 07,0.3760,0.2169,-2.0000
2024-04-02 08,0.3442,0.4092,22.0781
2024-04-02 09,0.2380,0.5229,15.8828
2024-04-02 10,0.2321,0.5859,16.5469
2024-04-02 11,0.2727,0.6104,28.2031
2024-04-02 12,0.3257,0.4866,30.8125
2024-04-02 13,0.3193,0.4575,28.8750
2024-04-02 14,0.3901,0.4458,17.5469
2024-04-02 15,0.3787,0.3406,26.2656
2024-04-02 16,0.3784,0.2695,54.0312
2024-04-02 17,0.3584,0.1843,58.0312
2024-04-02 18,0.3640,0.0391,87.6250
2024-04-02 19,0.3655,0.0002,67.7500
2024-04-02 20,0.3459,0.0000,50.3125
2024-04-02 21,0.3379,0.0000,60.3438
2024-04-02 22,0.3582,0.0000,31.2344
2024-04-02 23,0.3313,0.0000,15.9062
2024-04-03 00,0.3262,0.0000,12.6328
2024-04-03 01,0.3679,0.0000,6.1289
2024-04-03 02,0.4077,0.0000,16.2031
2024-04-03 03,0.3691,0.0000,14.6953
2024-04-03 04,0.3530,0.0000,30.2812
2024-04-03 05,0.3076,0.0007,38.6875
2024-04-03 06,0.3362,0.0443,46.5938
2024-04-03 07,0.2585,0.1838,27.9375
2024-04-03 08,0.2059,0.3977,4.2266
2024-04-03 09,0.1616,0.6050,5.5508
2024-04-03 10,0.1746,0.6831,2.6113
2024-04-03 11,0.1892,0.6885,-2.0000
2024-04-03 12,0.2196,0.6050,-2.0000
2024-04-03 13,0.2432,0.6045,-0.6758
2024-04-03 14,0.2737,0.5337,13.5156
2024-04-03 15,0.3188,0.4609,24.3906
2024-04-03 16,0.3669,0.3142,30.1562
2024-04-03 17,0.3315,0.1877,39.4688
2024-04-03 18,0.3555,0.0311,47.9062
2024-04-03 19,0.3999,0.0000,47.1875
2024-04-03 20,0.4592,0.0000,43.5000
2024-04-03 21,0.3982,0.0000,49.0625
2024-04-03 22,0.4048,0.0000,50.3125
2024-04-03 23,0.4773,0.0000,41.4375
2024-04-04 00,0.4951,0.0000,19.7500
2024-04-04 01,0.4829,0.0000,14.1328
2024-04-04 02,0.4766,0.0000,20.1250
2024-04-04 03,0.4119,0.0000,20.2344
2024-04-04 04,0.4182,0.0000,45.7188
2024-04-04 05,0.4094,0.0009,68.4375
2024-04-04 06,0.3359,0.0423,79.7500
2024-04-04 07,0.2927,0.1639,53.6250
2024-04-04 08,0.2476,0.3743,45.1875
2024-04-04 09,0.1469,0.5977,29.5000
2024-04-04 10,0.1327,0.6572,6.6406
2024-04-04 11,0.1385,0.7168,11.1875
2024-04-04 12,0.1321,0.7861,-2.0000
2024-04-04 13,0.1909,0.7861,0.3203
2024-04-04 14,0.2286,0.7446,7.8203
2024-04-04 15,0.2976,0.5537,24.4219
2024-04-04 16,0.3235,0.3657,43.4688
2024-04-04 17,0.2937,0.1786,76.2500
2024-04-04 18,0.3240,0.0439,86.0000
2024-04-04 19,0.3721,0.0007,70.3750
2024-04-04 20,0.3958,0.0001,72.7500
2024-04-04 21,0.2866,0.0000,77.8125
2024-04-04 22,0.2988,0.0000,57.5938
2024-04-04 23,0.3057,0.0000,71.3750
2024-04-05 00,0.3127,0.0000,57.0938
2024-04-05 01,0.3611,0.0000,64.1875
2024-04-05 02,0.3706,0.0000,55.1875
2024-04-05 03,0.3735,0.0000,51.5312
2024-04-05 04,0.3391,0.0000,67.6875
2024-04-05 05,0.3357,0.0011,69.3125
2024-04-05 06,0.2773,0.0553,62.7812
2024-04-05 07,0.2498,0.2100,51.8438
2024-04-05 08,0.1874,0.4272,14.5781
2024-04-05 09,0.1595,0.6040,20.0938
2024-04-05 10,0.1746,0.6509,4.6133
2024-04-05 11,0.0601,0.6685,8.6484
2024-04-05 12,0.0382,0.7290,-2.0000
2024-04-05 13,0.0426,0.7734,-2.0000
2024-04-05 14,0.0371,0.6812,-2.0000
2024-04-05 15,0.0488,0.6035,-2.0000
2024-04-05 16,0.0072,0.4290,23.8125
2024-04-05 17,0.0279,0.1899,72.1875
2024-04-05 18,0.0264,0.0432,79.4375
2024-04-05 19,0.0189,0.0008,100.6875
2024-04-05 20,0.0423,0.0001,84.6250
2024-04-05 21,0.0715,0.0000,87.5000
2024-04-05 22,0.0579,0.0000,67.1875
2024-04-05 23,0.0883,0.0000,92.5000
2024-04-06 00,0.1096,0.0000,83.5000
2024-04-06 01,0.1466,0.0000,50.7500
2024-04-06 02,0.1779,0.0000,33.5000
2024-04-06 03,0.1602,0.0000,34.5625
2024-04-06 04,0.1635,0.0000,44.6562
2024-04-06 05,0.1191,0.0011,61.7812
2024-04-06 06,0.1493,0.0623,41.9062
2024-04-06 07,0.1265,0.2539,12.6875
2024-04-06 08,0.1289,0.4839,-2.0000
2024-04-06 09,0.1140,0.6724,-2.0000
2024-04-06 10,0.1158,0.7695,-2.0000
2024-04-06 11,0.1368,0.8062,-2.0000
2024-04-06 12,0.1569,0.8159,-2.0000
2024-04-06 13,0.1699,0.8037,-2.0000
2024-04-06 14,0.1857,0.7671,-2.0000
2024-04-06 15,0.2404,0.6792,-2.0000
2024-04-06 16,0.2756,0.5103,-2.0000
2024-04-06 17,0.3325,0.2847,-2.0000
2024-04-06 18,0.3909,0.0658,21.3750
2024-04-06 19,0.3958,0.0012,40.6562
2024-04-06 20,0.4709,0.0002,37.5312
2024-04-06 21,0.4712,0.0000,6.0469
2024-04-06 22,0.4578,0.0000,131.7500
2024-04-06 23,0.3921,0.0000,102.4375
2024-04-07 00,0.3845,0.0000,108.5000
2024-04-07 01,0.2874,0.0000,109.0000
2024-04-07 02,0.2822,0.0000,116.2500
2024-04-07 03,0.2338,0.0000,54.6875
2024-04-07 04,0.0743,0.0000,67.3750
2024-04-07 05,0.0535,0.0014,70.3750
2024-04-07 06,0.0482,0.0732,78.0000
2024-04-07 07,0.1197,0.2922,27.1875
2024-04-07 08,0.1052,0.5122,-2.0000
2024-04-07 09,0.1066,0.6724,-2.0000
2024-04-07 10,0.1125,0.7695,-2.0000
2024-04-07 11,0.0734,0.8062,-2.0000
2024-04-07 12,0.1036,0.8032,-2.0000
2024-04-07 13,0.1346,0.7266,-2.0000
2024-04-07 14,0.1613,0.6411,-2.0000
2024-04-07 15,0.3179,0.5659,-2.0000
2024-04-07 16,0.3438,0.3870,-2.0000
2024-04-07 17,0.3210,0.2106,-2.0000
2024-04-07 18,0.3064,0.0469,7.7148
2024-04-07 19,0.2507,0.0004,28.0781
2024-04-07 20,0.2771,0.0001,21.1094
2024-04-07 21,0.3313,0.0000,6.7773
2024-04-07 22,0.3208,0.0000,-2.0000
2024-04-07 23,0.4080,0.0000,-2.0000
2024-04-08 00,0.4099,0.0000,-2.0000
2024-04-08 01,0.4016,0.0000,-2.0000
2024-04-08 02,0.3989,0.0000,-2.0000
2024-04-08 03,0.3110,0.0000,-2.0000
2024-04-08 04,0.3342,0.0000,-2.0000
2024-04-08 05,0.3384,0.0012,3.8145
2024-04-08 06,0.3647,0.0674,8.8750
2024-04-08 07,0.3281,0.2874,1.1445
2024-04-08 08,0.2954,0.5103,-2.0000
2024-04-08 09,0.3855,0.6016,-2.0000
2024-04-08 10,0.3735,0.7354,-2.0000
2024-04-08 11,0.3572,0.7183,-2.0000
2024-04-08 12,0.3936,0.6514,-2.0000
2024-04-08 13,0.4060,0.6045,5.6875
2024-04-08 14,0.4700,0.5669,0.3618
2024-04-08 15,0.5112,0.5640,0.2715
2024-04-08 16,0.5449,0.3608,-2.0000
2024-04-08 17,0.5518,0.2310,24.6562
2024-04-08 18,0.5962,0.0459,33.0938
2024-04-08 19,0.6138,0.0002,28.5312
2024-04-08 20,0.6455,0.0001,-2.0000
2024-04-08 21,0.6436,0.0000,-2.0000
2024-04-08 22,0.6260,0.0000,-2.0000
2024-04-08 23,0.5664,0.0000,0.9023
2024-04-09 00,0.5132,0.0000,6.5742
2024-04-09 01,0.4883,0.0000,18.3906
2024-04-09 02,0.5884,0.0000,-1.4863
2024-04-09 03,0.6045,0.0000,-2.0000
2024-04-09 04,0.5674,0.0000,18.5000
2024-04-09 05,0.5400,0.0007,32.5625
2024-04-09 06,0.5254,0.0515,12.0703
2024-04-09 07,0.4375,0.2671,-2.0000
2024-04-09 08,0.3665,0.4993,-2.0000
2024-04-09 09,0.3159,0.6235,-2.0000
2024-04-09 10,0.2585,0.7695,-2.0000
2024-04-09 11,0.2549,0.7949,-2.0000
2024-04-09 12,0.2323,0.8008,-2.0000
2024-04-09 13,0.2415,0.8037,-2.0000
